customer_id,transaction_date,amount
CUST0006,2023-10-01,92.25
CUST0006,2023-01-15,25.45
CUST0006,2024-09-22,78.57
CUST0006,2024-12-14,114.97
CUST0006,2023-09-30,46.23
CUST0007,2023-05-25,71.87
CUST0007,2023-01-25,137.42
CUST0007,2023-03-08,131.52
CUST0007,2023-05-26,21.95
CUST0007,2023-04-21,148.68
CUST0007,2024-09-14,150.36
CUST0007,2024-01-04,115.07
CUST0007,2024-07-07,60.34
CUST0008,2024-03-18,74.44
CUST0008,2024-01-12,51.26
CUST0008,2024-10-23,48.94
CUST0008,2024-08-04,52.96
CUST0008,2024-05-30,170.91
CUST0008,2024-03-21,60.59
CUST0008,2024-08-29,15.85
CUST0008,2023-05-17,20.65
CUST0008,2023-08-31,8.56
CUST0009,2023-03-16,173.77
CUST0009,2024-10-07,195.14
CUST0009,2024-08-28,38.32
CUST0009,2024-07-27,186.23
CUST0009,2024-12-15,116.46
CUST0009,2024-03-10,168.52
CUST0009,2024-10-06,41.47
CUST0009,2023-04-28,143.64
CUST0009,2024-12-24,103.98
CUST0009,2023-04-23,108.32
CUST0009,2023-01-01,124.07
CUST0009,2023-11-16,22.02
CUST0009,2023-05-19,186.74
CUST0009,2023-09-16,15.11
CUST0009,2024-11-20,93.58
CUST0010,2023-01-13,138.49
CUST0010,2024-08-18,54.65
CUST0010,2024-09-04,5.53
CUST0010,2024-07-03,85.31
CUST0010,2024-08-28,25.81
CUST0010,2024-08-03,166.97
CUST0010,2023-08-24,84.66
CUST0010,2024-01-11,198.23
CUST0010,2024-08-10,78.95
CUST0010,2024-05-27,149.52
CUST0011,2023-09-27,160.91
CUST0011,2023-10-18,37.03
CUST0011,2023-01-05,50.96
CUST0011,2023-03-19,107.0
CUST0011,2023-05-12,66.66
CUST0011,2023-02-11,81.53
CUST0012,2024-06-09,180.44
CUST0012,2024-09-28,63.77
CUST0012,2023-01-23,90.56
CUST0012,2024-10-26,74.3
CUST0012,2024-05-17,108.71
CUST0012,2024-09-07,49.66
CUST0012,2023-02-08,27.8
CUST0012,2024-10-07,69.9
CUST0012,2023-06-28,70.31
CUST0012,2024-03-23,37.51
CUST0012,2024-09-14,125.91
CUST0012,2024-04-22,179.31
CUST0012,2024-02-24,199.55
CUST0013,2023-07-15,116.13
CUST0013,2024-06-05,101.33
CUST0013,2023-04-28,165.15
CUST0013,2023-06-08,78.87
CUST0013,2023-08-04,122.77
CUST0013,2023-01-15,160.47
CUST0013,2023-09-18,99.84
CUST0013,2023-11-20,145.84
CUST0013,2023-05-10,7.38
CUST0013,2024-09-18,140.32
CUST0013,2023-10-19,144.65
CUST0013,2023-10-10,72.41
CUST0013,2023-01-11,192.02
CUST0014,2023-01-23,95.09
CUST0014,2023-10-29,124.92
CUST0014,2023-08-06,119.31
CUST0014,2023-07-29,124.23
CUST0014,2024-09-14,146.59
CUST0014,2024-11-13,186.76
CUST0014,2023-12-22,184.16
CUST0014,2023-05-13,184.89
CUST0015,2024-08-26,78.01
CUST0015,2023-02-20,148.61
CUST0015,2023-10-23,168.89
CUST0015,2024-02-11,28.95
CUST0015,2024-09-04,197.04
CUST0015,2024-09-13,41.33
CUST0015,2023-01-01,174.63
CUST0015,2024-07-20,49.34
CUST0015,2024-10-22,78.96
CUST0015,2023-11-05,70.36
CUST0015,2024-03-11,158.62
CUST0015,2024-10-27,70.03
CUST0016,2023-03-16,184.98
CUST0016,2023-07-29,98.76
CUST0016,2023-12-13,93.18
CUST0016,2023-06-28,53.4
CUST0016,2023-01-25,102.18
CUST0016,2024-12-10,11.61
CUST0016,2023-06-10,75.67
CUST0016,2023-03-04,59.13
CUST0016,2024-10-27,7.55
CUST0017,2023-03-25,94.5
CUST0017,2023-05-28,85.85
CUST0017,2024-04-20,109.34
CUST0017,2023-12-26,102.93
CUST0017,2023-05-21,82.48
CUST0017,2024-03-10,45.93
CUST0017,2024-12-23,73.13
CUST0017,2024-10-31,42.18
CUST0017,2024-03-04,78.66
CUST0017,2023-05-24,115.14
CUST0017,2023-01-18,62.34
CUST0017,2024-01-06,93.39
CUST0018,2023-04-24,101.92
CUST0018,2024-10-05,40.48
CUST0018,2023-02-24,189.49
CUST0018,2024-04-02,180.0
CUST0018,2023-06-11,84.7
CUST0018,2023-03-28,195.89
CUST0018,2023-06-27,174.06
CUST0018,2023-01-08,10.28
CUST0018,2024-03-18,103.57
CUST0018,2023-11-24,25.3
CUST0019,2024-08-31,113.56
CUST0019,2023-09-21,24.39
CUST0019,2023-04-06,197.8
CUST0019,2023-10-15,171.86
CUST0019,2024-05-05,192.72
CUST0019,2024-05-14,135.28
CUST0019,2024-04-13,84.25
CUST0019,2023-01-07,128.48
CUST0019,2024-11-03,45.54
CUST0019,2023-05-27,28.94
CUST0019,2024-07-01,130.37
CUST0019,2023-03-23,179.07
CUST0019,2024-12-09,71.65
CUST0020,2024-04-15,11.67
CUST0020,2024-06-15,126.71
CUST0020,2023-09-13,112.65
CUST0020,2023-08-14,172.91
CUST0020,2024-05-14,195.04
CUST0020,2023-12-30,32.32
CUST0020,2024-12-14,115.33
CUST0021,2023-07-28,57.39
CUST0021,2024-07-05,141.27
CUST0021,2023-10-08,55.29
CUST0021,2023-10-05,167.81
CUST0021,2023-01-04,30.79
CUST0021,2023-01-29,38.48
CUST0021,2024-12-27,138.22
CUST0022,2023-02-11,117.42
CUST0022,2023-02-03,113.06
CUST0022,2023-06-02,102.01
CUST0022,2024-08-10,45.25
CUST0022,2023-12-08,31.69
CUST0022,2023-10-14,175.41
CUST0022,2023-06-17,53.89
CUST0022,2024-03-30,116.79
CUST0022,2024-02-05,86.66
CUST0022,2024-04-20,155.33
CUST0022,2024-07-11,14.16
CUST0022,2023-12-29,40.95
CUST0022,2024-11-23,122.61
CUST0023,2023-10-23,90.25
CUST0023,2024-11-06,145.21
CUST0023,2023-08-15,190.11
CUST0023,2023-02-24,134.42
CUST0023,2024-02-10,147.85
CUST0023,2023-10-16,57.63
CUST0023,2023-05-28,36.59
CUST0024,2023-07-20,155.33
CUST0024,2024-05-15,72.15
CUST0024,2023-10-23,147.0
CUST0024,2023-08-05,142.46
CUST0024,2024-09-07,89.79
CUST0024,2023-02-08,19.81
CUST0024,2024-05-12,160.89
CUST0024,2023-06-21,193.7
CUST0024,2023-04-12,120.09
CUST0024,2023-10-02,66.35
CUST0024,2023-01-17,190.3
CUST0024,2024-05-11,41.1
CUST0024,2023-11-14,191.84
CUST0024,2023-12-05,147.78
CUST0024,2024-10-22,153.01
CUST0024,2024-04-29,139.99
CUST0024,2024-12-10,196.21
CUST0025,2024-07-24,197.6
CUST0025,2024-06-21,12.69
CUST0025,2023-01-16,185.42
CUST0025,2023-03-27,183.52
CUST0025,2023-12-01,141.0
CUST0025,2023-05-17,42.56
CUST0025,2024-05-12,87.24
CUST0025,2024-04-21,97.47
CUST0025,2024-01-07,169.69
CUST0025,2024-02-06,106.87
CUST0025,2024-09-06,12.22
CUST0025,2023-06-08,76.12
CUST0025,2024-09-11,28.51
CUST0025,2023-04-08,177.57
CUST0025,2023-06-20,71.28
CUST0026,2024-06-10,161.78
CUST0026,2024-05-30,159.19
CUST0026,2024-02-01,127.05
CUST0026,2023-01-16,88.23
CUST0026,2023-04-18,50.43
CUST0026,2023-11-07,95.08
CUST0026,2024-06-29,9.15
CUST0026,2023-05-21,79.87
CUST0026,2024-08-30,160.76
CUST0026,2023-02-08,6.85
CUST0026,2023-01-29,154.6
CUST0026,2024-04-21,12.33
CUST0027,2023-08-27,82.67
CUST0027,2023-12-25,106.89
CUST0027,2024-07-30,51.56
CUST0027,2023-01-03,96.13
CUST0027,2024-01-11,61.01
CUST0027,2023-11-20,144.53
CUST0027,2023-10-20,13.21
CUST0027,2024-12-05,182.52
CUST0027,2024-08-07,26.35
CUST0027,2023-12-10,29.27
CUST0028,2024-01-15,86.43
CUST0028,2024-03-15,177.42
CUST0028,2023-12-10,96.14
CUST0028,2023-08-14,37.57
CUST0028,2024-07-17,17.67
CUST0028,2024-08-06,188.83
CUST0028,2024-07-28,49.96
CUST0028,2023-08-31,104.97
CUST0028,2023-11-26,14.15
CUST0028,2023-08-06,12.16
CUST0028,2024-05-20,157.02
CUST0028,2024-05-31,16.28
CUST0028,2023-02-16,47.18
CUST0028,2024-06-04,185.91
CUST0028,2024-07-26,55.75
CUST0028,2024-02-23,152.86
CUST0028,2023-03-03,199.29
CUST0029,2023-04-30,150.83
CUST0029,2023-03-30,120.62
CUST0029,2023-12-23,22.84
CUST0029,2024-09-08,81.28
CUST0029,2024-09-26,30.26
CUST0029,2024-10-10,13.65
CUST0029,2023-11-28,11.91
CUST0029,2024-04-07,132.77
CUST0029,2023-09-18,148.37
CUST0029,2023-08-14,84.65
CUST0029,2023-02-07,55.65
CUST0029,2023-06-25,101.7
CUST0029,2024-03-29,192.61
CUST0029,2024-11-18,138.24
CUST0029,2024-08-15,17.0
CUST0030,2023-04-25,165.81
CUST0030,2024-07-21,134.11
CUST0030,2023-02-09,115.32
CUST0030,2023-10-16,176.33
CUST0030,2023-05-27,174.29
CUST0030,2023-04-02,170.86
CUST0030,2024-07-24,36.28
CUST0030,2023-12-29,51.54
CUST0030,2024-11-23,137.63
CUST0030,2023-07-10,141.3
CUST0030,2024-11-30,35.93
CUST0030,2024-07-10,175.01
CUST0030,2023-01-31,166.03
CUST0030,2024-01-29,164.89
CUST0031,2023-08-12,21.4
CUST0031,2024-10-28,196.33
CUST0031,2023-01-17,27.59
CUST0031,2024-11-30,6.77
CUST0031,2023-12-31,157.07
CUST0031,2023-11-22,60.25
CUST0031,2024-03-30,110.55
CUST0031,2023-08-12,168.82
CUST0031,2024-02-16,128.36
CUST0031,2023-08-10,151.97
CUST0031,2023-10-05,187.76
CUST0031,2024-04-28,18.23
CUST0031,2023-07-11,143.09
CUST0032,2024-12-05,16.29
CUST0032,2023-04-30,13.92
CUST0032,2023-11-02,198.08
CUST0032,2024-11-17,193.93
CUST0033,2024-01-16,79.8
CUST0033,2023-01-29,9.31
CUST0033,2024-10-07,77.51
CUST0033,2024-04-03,138.24
CUST0033,2024-06-21,35.99
CUST0033,2023-10-12,189.14
CUST0033,2023-04-09,93.02
CUST0033,2023-02-08,107.77
CUST0033,2023-06-06,63.18
CUST0033,2023-05-10,155.7
CUST0033,2023-03-25,132.63
CUST0033,2024-06-22,174.27
CUST0034,2023-01-21,182.36
CUST0034,2023-03-25,82.53
CUST0034,2024-03-28,196.88
CUST0034,2023-09-14,67.54
CUST0034,2024-06-10,150.44
CUST0034,2023-06-12,11.07
CUST0034,2024-06-07,114.74
CUST0034,2024-05-06,97.28
CUST0034,2024-08-06,36.05
CUST0034,2024-10-18,22.78
CUST0034,2024-06-03,155.33
CUST0034,2024-11-16,108.42
CUST0034,2023-07-18,127.11
CUST0034,2024-11-23,182.81
CUST0034,2024-01-13,125.25
CUST0034,2024-07-11,95.11
CUST0034,2023-07-25,121.67
CUST0034,2023-08-24,53.27
CUST0035,2024-12-26,118.48
CUST0035,2023-04-27,120.1
CUST0035,2024-08-06,65.52
CUST0035,2024-12-17,34.17
CUST0035,2023-10-01,137.69
CUST0035,2023-12-04,98.59
CUST0035,2024-08-29,145.77
CUST0035,2023-01-11,140.52
CUST0035,2023-04-12,182.02
CUST0035,2023-08-02,151.09
CUST0036,2023-02-15,32.79
CUST0036,2024-08-14,99.06
CUST0036,2023-04-02,141.98
CUST0036,2024-12-14,156.28
CUST0036,2023-08-30,68.66
CUST0036,2023-01-02,109.18
CUST0037,2024-08-11,20.32
CUST0037,2023-04-13,30.88
CUST0037,2023-03-31,139.45
CUST0037,2023-05-23,44.03
CUST0037,2024-03-03,25.39
CUST0037,2023-11-13,142.76
CUST0037,2023-01-09,187.56
CUST0037,2023-12-25,124.52
CUST0037,2024-07-06,143.27
CUST0037,2023-09-21,189.73
CUST0037,2023-11-14,157.77
CUST0037,2023-04-21,163.89
CUST0037,2023-01-07,133.86
CUST0037,2023-07-27,111.78
CUST0038,2024-05-29,12.95
CUST0038,2024-11-30,147.66
CUST0038,2023-01-12,53.19
CUST0038,2024-06-20,175.0
CUST0038,2023-05-02,69.16
CUST0038,2023-12-22,150.13
CUST0038,2024-09-22,89.56
CUST0038,2023-10-15,102.15
CUST0038,2024-08-16,9.07
CUST0038,2024-12-23,49.55
CUST0038,2023-12-18,110.78
CUST0038,2023-02-28,131.81
CUST0038,2024-12-14,83.64
CUST0039,2023-07-26,55.25
CUST0039,2023-11-28,38.97
CUST0039,2024-12-25,146.8
CUST0039,2023-01-24,87.97
CUST0039,2024-05-30,148.39
CUST0039,2024-01-17,197.59
CUST0039,2023-06-01,110.94
CUST0040,2023-09-07,146.43
CUST0040,2024-05-26,123.21
CUST0040,2023-12-01,180.64
CUST0040,2023-10-22,58.98
CUST0040,2024-01-06,60.35
CUST0040,2024-09-28,46.08
CUST0040,2023-08-25,95.83
CUST0040,2023-01-21,147.96
CUST0040,2024-06-03,84.04
CUST0040,2024-04-22,40.04
CUST0041,2024-07-06,53.21
CUST0041,2024-01-16,91.83
CUST0041,2024-05-18,117.99
CUST0041,2023-03-25,120.63
CUST0041,2023-05-25,81.26
CUST0041,2023-01-28,55.34
CUST0041,2023-08-17,6.76
CUST0042,2024-11-06,194.12
CUST0042,2023-10-30,50.76
CUST0042,2023-01-10,19.33
CUST0042,2023-09-27,69.52
CUST0042,2024-08-27,70.72
CUST0042,2023-12-27,89.02
CUST0042,2023-10-03,119.64
CUST0042,2024-05-27,54.24
CUST0042,2023-10-11,12.15
CUST0042,2024-11-17,134.44
CUST0042,2023-06-14,157.45
CUST0043,2024-01-02,174.31
CUST0043,2024-09-11,110.28
CUST0043,2023-11-30,16.13
CUST0043,2024-05-25,50.07
CUST0043,2023-10-09,12.67
CUST0043,2023-04-29,48.82
CUST0043,2024-04-29,187.11
CUST0043,2023-06-10,103.91
CUST0043,2023-07-25,139.2
CUST0043,2023-10-03,197.39
CUST0043,2023-08-04,138.76
CUST0043,2023-05-06,190.6
CUST0044,2023-08-11,54.57
CUST0044,2024-03-02,100.33
CUST0044,2024-03-03,108.79
CUST0044,2023-05-31,10.84
CUST0044,2023-11-04,142.41
CUST0044,2024-01-10,36.66
CUST0044,2023-12-07,23.31
CUST0044,2024-10-30,91.53
CUST0044,2024-05-31,192.85
CUST0044,2023-06-24,140.06
CUST0044,2023-11-07,195.83
CUST0045,2023-05-25,167.02
CUST0045,2023-10-30,116.27
CUST0045,2024-08-10,27.06
CUST0045,2023-12-11,139.46
CUST0045,2023-01-01,47.06
CUST0045,2024-10-15,81.8
CUST0045,2023-03-10,117.55
CUST0045,2023-08-08,36.06
CUST0045,2024-12-04,14.4
CUST0046,2023-11-20,131.85
CUST0046,2023-04-12,68.77
CUST0046,2024-09-05,90.44
CUST0046,2024-04-26,153.65
CUST0046,2023-10-06,89.94
CUST0046,2023-11-27,78.26
CUST0046,2024-03-30,6.12
CUST0046,2024-10-16,127.89
CUST0046,2024-12-11,114.87
CUST0046,2024-08-27,92.5
CUST0046,2023-11-01,111.41
CUST0047,2023-09-24,122.67
CUST0047,2024-09-13,130.3
CUST0047,2023-01-03,110.76
CUST0047,2023-11-24,106.22
CUST0047,2024-03-29,183.28
CUST0047,2023-08-09,71.54
CUST0047,2023-01-12,34.05
CUST0047,2023-10-31,118.13
CUST0047,2023-10-27,97.96
CUST0048,2024-05-12,144.52
CUST0048,2024-03-02,8.56
CUST0048,2024-02-11,89.02
CUST0048,2023-12-02,131.26
CUST0048,2023-05-04,191.16
CUST0048,2024-12-15,79.11
CUST0048,2023-11-20,187.22
CUST0048,2024-04-14,42.94
CUST0048,2023-11-30,99.74
CUST0049,2024-06-22,186.27
CUST0049,2023-06-05,110.14
CUST0049,2023-05-24,22.48
CUST0049,2024-10-31,144.65
CUST0049,2024-08-11,85.64
CUST0049,2023-12-11,106.88
CUST0049,2023-09-20,137.82
CUST0050,2024-08-05,62.58
CUST0050,2023-08-29,115.63
CUST0050,2023-10-25,183.96
CUST0050,2023-03-25,99.29
CUST0050,2024-01-20,77.83
CUST0050,2024-11-15,128.46
CUST0050,2023-05-21,122.31
CUST0051,2023-01-10,39.08
CUST0051,2024-09-24,168.77
CUST0051,2024-08-06,155.14
CUST0051,2023-02-18,51.19
CUST0051,2023-10-20,63.9
CUST0051,2024-10-25,165.41
CUST0051,2023-03-01,135.93
CUST0052,2024-08-03,37.76
CUST0052,2024-04-27,174.51
CUST0052,2024-11-03,47.26
CUST0052,2024-10-23,9.61
CUST0052,2024-10-16,49.9
CUST0052,2024-03-30,111.61
CUST0053,2024-05-23,16.4
CUST0053,2023-11-16,31.61
CUST0053,2024-08-19,136.79
CUST0053,2024-07-07,88.5
CUST0053,2023-06-16,146.28
CUST0053,2024-04-03,198.29
CUST0053,2024-11-30,164.65
CUST0054,2023-10-15,58.46
CUST0054,2023-02-05,21.7
CUST0054,2023-12-19,121.17
CUST0054,2023-03-14,68.06
CUST0054,2023-03-11,74.22
CUST0054,2024-12-08,91.27
CUST0054,2024-10-03,135.57
CUST0054,2024-03-03,50.57
CUST0054,2023-05-29,57.87
CUST0054,2024-12-12,131.92
CUST0054,2024-01-16,94.09
CUST0055,2023-06-21,134.06
CUST0055,2023-07-28,199.12
CUST0055,2024-04-15,95.72
CUST0055,2023-09-21,118.19
CUST0055,2024-03-17,191.74
CUST0055,2024-04-21,139.55
CUST0055,2023-11-07,109.49
CUST0056,2023-01-12,72.78
CUST0056,2024-10-09,160.11
CUST0056,2024-10-17,79.59
CUST0056,2023-10-06,82.87
CUST0056,2023-04-14,8.91
CUST0057,2023-11-17,169.2
CUST0057,2023-05-29,23.12
CUST0057,2024-02-10,22.38
CUST0057,2023-06-10,123.65
CUST0057,2024-04-04,157.5
CUST0057,2024-05-23,12.05
CUST0057,2024-04-25,49.33
CUST0057,2024-07-31,79.28
CUST0057,2024-03-24,64.58
CUST0057,2023-06-29,59.54
CUST0057,2024-10-27,122.12
CUST0057,2023-11-07,36.54
CUST0058,2023-11-12,171.03
CUST0058,2024-05-04,102.72
CUST0058,2024-07-14,27.69
CUST0058,2024-08-16,127.45
CUST0058,2023-06-07,176.2
CUST0058,2024-10-31,145.68
CUST0058,2023-03-08,159.06
CUST0058,2024-06-09,20.78
CUST0058,2024-02-09,9.46
CUST0058,2023-05-10,48.6
CUST0058,2023-07-25,195.24
CUST0058,2023-09-23,165.38
CUST0058,2023-09-10,173.09
CUST0059,2023-04-20,180.16
CUST0059,2023-08-26,39.09
CUST0059,2024-04-27,82.74
CUST0059,2023-01-25,134.93
CUST0059,2024-04-26,18.29
CUST0059,2024-06-20,50.35
CUST0059,2023-06-22,112.16
CUST0059,2023-05-08,89.34
CUST0059,2024-10-14,187.61
CUST0059,2024-06-15,90.7
CUST0059,2024-03-22,129.96
CUST0059,2023-02-12,125.82
CUST0059,2023-03-01,76.14
CUST0059,2023-10-14,16.96
CUST0059,2024-04-11,42.4
CUST0060,2024-11-20,16.27
CUST0060,2023-02-25,62.98
CUST0060,2023-03-24,38.28
CUST0060,2023-05-29,28.67
CUST0060,2023-07-09,56.75
CUST0060,2023-09-20,139.97
CUST0060,2024-08-31,104.34
CUST0061,2024-02-24,107.77
CUST0061,2023-08-19,146.24
CUST0061,2024-04-29,177.89
CUST0061,2024-07-27,132.54
CUST0061,2024-04-27,76.71
CUST0061,2023-04-02,98.92
CUST0061,2024-03-30,148.05
CUST0061,2024-08-20,192.95
CUST0061,2023-07-02,86.15
CUST0061,2024-02-09,8.74
CUST0061,2024-08-13,118.52
CUST0062,2023-03-06,68.08
CUST0062,2023-08-30,127.71
CUST0062,2024-11-23,161.3
CUST0062,2023-06-22,13.31
CUST0062,2024-04-09,26.4
CUST0062,2024-11-30,130.99
CUST0062,2023-11-04,56.87
CUST0062,2024-09-20,100.21
CUST0062,2024-12-08,173.61
CUST0062,2024-09-15,148.78
CUST0062,2023-08-15,78.3
CUST0062,2024-03-11,172.62
CUST0063,2023-04-30,66.5
CUST0063,2023-05-09,162.73
CUST0063,2024-07-13,54.66
CUST0063,2023-01-10,186.41
CUST0063,2023-08-20,94.99
CUST0063,2024-12-15,101.61
CUST0064,2023-03-20,178.43
CUST0064,2023-06-22,34.28
CUST0064,2024-02-20,197.71
CUST0064,2023-03-28,137.64
CUST0064,2023-07-19,21.53
CUST0064,2023-02-12,133.51
CUST0064,2024-03-10,18.9
CUST0064,2024-10-25,11.94
CUST0064,2023-05-28,148.81
CUST0065,2024-10-12,194.3
CUST0065,2023-07-30,133.97
CUST0065,2024-06-23,74.19
CUST0065,2024-03-17,24.19
CUST0065,2023-12-16,166.95
CUST0065,2024-06-03,56.68
CUST0065,2024-07-03,21.11
CUST0065,2024-01-03,193.73
CUST0066,2023-11-25,79.48
CUST0066,2024-07-14,54.81
CUST0066,2024-08-12,18.5
CUST0066,2023-08-05,108.41
CUST0066,2023-07-09,179.68
CUST0066,2023-05-29,29.42
CUST0066,2024-05-02,27.22
CUST0066,2024-11-23,184.46
CUST0067,2023-08-14,29.98
CUST0067,2023-09-30,185.98
CUST0067,2023-07-02,23.53
CUST0067,2024-05-02,89.25
CUST0067,2023-05-04,80.79
CUST0067,2024-09-17,188.9
CUST0067,2024-02-18,186.02
CUST0067,2023-06-21,43.51
CUST0067,2024-11-16,7.48
CUST0067,2023-05-02,164.11
CUST0068,2024-02-01,48.11
CUST0068,2024-09-29,169.19
CUST0068,2023-12-26,113.77
CUST0068,2024-10-24,132.95
CUST0068,2023-07-22,67.41
CUST0068,2024-10-23,197.01
CUST0068,2024-06-17,110.21
CUST0068,2024-04-10,26.05
CUST0068,2023-08-01,146.57
CUST0068,2023-10-10,193.2
CUST0068,2024-04-07,103.64
CUST0068,2023-03-29,71.76
CUST0068,2023-10-05,110.74
CUST0068,2024-12-01,149.97
CUST0068,2024-05-29,63.02
CUST0069,2023-04-18,129.08
CUST0069,2023-05-08,89.59
CUST0069,2023-05-16,95.0
CUST0069,2024-10-17,163.29
CUST0069,2023-09-18,176.88
CUST0069,2023-04-14,42.82
CUST0069,2024-05-05,65.63
CUST0069,2024-02-09,147.95
CUST0069,2023-08-19,124.92
CUST0069,2023-03-07,74.3
CUST0069,2023-01-13,110.05
CUST0070,2023-11-10,11.89
CUST0070,2023-07-28,7.15
CUST0070,2024-09-24,191.82
CUST0070,2024-01-12,137.28
CUST0070,2023-03-11,175.95
CUST0070,2023-04-11,29.32
CUST0070,2024-09-14,92.48
CUST0070,2023-01-20,157.18
CUST0070,2023-08-15,31.88
CUST0070,2024-04-13,5.37
CUST0071,2023-07-07,159.87
CUST0071,2023-01-20,83.45
CUST0071,2024-08-05,98.79
CUST0071,2024-06-09,146.06
CUST0071,2023-12-02,48.96
CUST0071,2024-05-14,114.33
CUST0072,2024-08-16,122.42
CUST0072,2023-07-07,165.88
CUST0072,2023-11-15,20.03
CUST0072,2024-02-10,140.61
CUST0072,2023-03-17,158.05
CUST0072,2023-04-27,158.78
CUST0072,2024-12-04,106.46
CUST0072,2024-11-15,33.75
CUST0072,2023-07-02,148.42
CUST0072,2024-04-25,22.28
CUST0072,2024-09-19,17.2
CUST0073,2023-06-10,87.14
CUST0073,2023-09-17,101.75
CUST0073,2023-02-16,28.08
CUST0073,2024-12-10,198.27
CUST0073,2023-05-04,79.85
CUST0073,2023-05-17,190.31
CUST0073,2024-05-19,115.28
CUST0073,2023-05-18,70.23
CUST0073,2024-09-10,9.72
CUST0073,2023-09-11,119.36
CUST0073,2024-12-10,106.03
CUST0073,2024-07-16,188.43
CUST0074,2024-08-03,169.18
CUST0074,2023-02-18,89.86
CUST0074,2024-12-04,99.18
CUST0074,2024-08-04,128.08
CUST0074,2024-09-29,146.95
CUST0074,2024-10-02,157.14
CUST0074,2024-09-03,154.28
CUST0075,2023-07-07,82.77
CUST0075,2024-08-18,133.11
CUST0075,2024-07-01,7.61
CUST0075,2024-02-12,16.13
CUST0075,2024-02-18,12.08
CUST0075,2023-06-12,58.74
CUST0076,2024-12-29,156.46
CUST0076,2024-07-09,35.49
CUST0076,2023-08-16,11.55
CUST0076,2024-08-18,125.84
CUST0076,2024-03-16,72.45
CUST0076,2024-11-20,85.16
CUST0076,2024-06-02,21.85
CUST0076,2024-02-03,9.26
CUST0076,2023-07-22,192.86
CUST0077,2023-11-10,196.01
CUST0077,2024-08-03,132.56
CUST0077,2024-12-30,42.28
CUST0077,2023-11-01,95.47
CUST0077,2024-01-19,193.63
CUST0077,2024-03-20,27.25
CUST0077,2023-06-27,145.4
CUST0078,2024-08-20,114.44
CUST0078,2024-08-15,196.2
CUST0078,2024-07-26,172.73
CUST0078,2023-02-12,18.2
CUST0078,2024-08-20,112.02
CUST0078,2024-09-01,20.94
CUST0078,2023-07-17,170.15
CUST0078,2024-05-31,189.41
CUST0078,2023-04-22,47.14
CUST0079,2024-08-10,17.14
CUST0079,2023-10-21,162.25
CUST0079,2024-10-11,195.72
CUST0079,2023-08-31,158.32
CUST0079,2023-02-01,55.43
CUST0079,2024-06-15,111.25
CUST0079,2023-03-09,152.57
CUST0079,2023-08-02,8.5
CUST0079,2023-08-01,133.63
CUST0079,2024-09-19,174.76
CUST0080,2023-02-27,151.39
CUST0080,2024-03-22,112.74
CUST0080,2023-09-11,72.01
CUST0080,2023-02-13,110.05
CUST0080,2023-08-15,25.57
CUST0080,2024-03-11,93.08
CUST0080,2024-01-14,79.18
CUST0081,2024-05-22,159.61
CUST0081,2023-06-13,58.91
CUST0081,2023-03-13,160.59
CUST0081,2024-07-12,43.19
CUST0081,2023-08-26,108.94
CUST0081,2024-07-07,92.28
